amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
15.76,29.29,11.33,4898.49,4914.39,0
2762.72,4553.31,1867.5,5.48,2638.77,0
8336.14,40681.76,30745.24,60215.03,68268.91,0
368.99,327.18,0.0,1377.6,1778.51,0
7.03,8.6,1.99,1798.29,1804.1,0
333.54,824.65,506.06,63.11,441.76,0
6005.61,24289.86,17384.33,755.97,5698.25,0
2310.68,10350.96,8254.94,295.55,2266.72,0
37.33,145.6,112.42,94675.54,94717.5,0
8.29,40.56,30.74,6.29,14.16,0
9010.4,5188.26,0.0,422.46,9286.62,0
5924.19,19477.43,12928.16,16427.15,22049.82,0
4.41,4.51,0.0,1086.1,1089.79,0
4505.57,20710.45,15875.24,1362.94,6064.16,0
6.52,30.7,25.25,61289.99,61297.0,0
4.8,8.95,3.66,169.46,173.66,0
2508.42,10597.29,8340.79,2.78,2764.15,0
339.27,1131.89,842.51,71853.57,72138.53,0
113.4,107.98,0.0,3.91,129.78,0
9272.05,29786.06,22265.08,17526.08,27544.85,0
5186.07,25371.59,21157.11,12.62,6053.6,0
4.57,8.62,4.4,3.41,8.55,0
695.61,351.38,0.0,134.47,925.93,0
2836.73,13887.39,10508.34,36483.69,39839.78,0
385.45,910.79,584.16,4.08,442.62,0
18902.5,46106.93,27995.01,48.89,21192.52,0
1305.61,4839.58,3411.61,58.53,1205.44,0
6.94,22.34,15.0,7.71,15.36,0
16.19,30.1,15.64,7.52,24.57,0
4611.05,4380.04,84.01,59277.6,64739.97,0
21392.81,90344.65,68144.26,5700.18,28975.85,0
6.59,17.63,12.26,83.31,89.27,0
6.71,23.66,16.26,37.39,43.2,0
2618.83,11450.23,9066.67,4.36,2394.16,0
4.85,2.81,0.0,140.7,145.51,0
5.04,22.01,16.6,74.63,79.98,0
8097.81,31444.43,22875.6,65373.87,72548.83,0
3655.72,17403.78,13357.1,30.74,3295.77,0
7586.07,11767.2,5470.35,234.3,7219.14,0
948.25,1849.94,992.73,4925.37,5990.17,0
49.54,172.23,122.26,93.04,139.91,0
9478.85,44228.96,33699.26,14759.55,22639.81,0
39.99,198.63,153.06,8013.0,8053.71,0
32.45,77.08,46.16,4.02,30.06,0
7923.62,23188.74,14334.42,33327.46,41801.63,0
1245.64,1578.82,472.56,148.84,1564.92,0
8613.18,31204.6,24030.04,7.8,7471.58,0
11.06,47.21,37.27,5894.66,5907.24,0
14338.04,58698.82,42048.64,10083.07,25447.85,0
674.98,1387.96,701.09,5.94,572.53,0
1110.22,5367.57,4265.63,133.37,1122.75,0
10163.37,10585.76,0.0,51548.86,60603.77,0
83.66,227.79,160.52,4289.04,4362.85,0
1765.47,5288.8,3792.88,965.98,2614.61,0
865.29,2521.73,1795.02,695.93,1702.32,0
3260.95,12751.97,9984.51,2192.02,5093.14,0
8712.25,28255.85,19705.82,3580.4,13779.66,0
1237.13,1047.95,0.0,5.8,1267.5,0
5.0,6.55,0.98,107.3,112.33,0
14.13,40.91,24.86,891.74,906.85,0
14556.66,52774.65,35743.71,8381.28,24717.79,0
16611.56,46741.36,32149.35,9609.64,29262.02,0
16427.63,34494.49,18048.12,2123.04,15282.82,0
3.79,2.77,0.0,1722.92,1726.56,0
84.95,342.9,266.79,155.28,229.32,0
2532.73,6933.03,4283.72,26415.35,28595.27,0
2382.66,6968.21,4659.52,64887.0,66933.25,0
5.89,15.37,9.03,30016.17,30022.55,0
655.5,1110.45,366.0,39780.45,40318.26,0
9.83,17.14,9.04,59689.47,59700.62,0
230.19,180.87,0.0,25.1,278.55,0
23.5,86.58,67.38,774.83,797.48,0
4.39,7.57,2.33,972.57,976.83,0
5.59,10.31,4.41,566.61,572.6,0
9877.72,49099.68,41026.42,30741.65,38686.38,0
2212.36,4947.18,2828.95,97.07,2209.55,0
11925.28,33368.57,22596.66,16.03,10415.52,0
186.78,418.22,209.13,55.55,218.48,0
112.13,202.49,102.67,13.12,127.52,0
68.42,36.01,0.0,233.39,294.86,0
696.98,3029.76,2385.1,9.82,672.0,0
64.33,169.14,92.22,7.12,77.04,0
2245.0,8395.19,6356.36,388.02,2741.38,0
3684.37,17736.39,13779.43,2023.43,5457.3,0
7205.51,3694.56,0.0,2173.43,8080.8,0
24.17,85.51,64.08,7.5,27.09,0
312.06,322.63,63.53,119053.05,119363.56,0
20.31,52.01,31.28,10.37,30.04,0
3.81,16.42,12.34,3885.85,3890.11,0
1588.31,1305.16,0.0,47812.65,49135.41,0
380.25,1883.48,1537.79,45817.73,46251.2,0
1836.0,5716.87,3607.46,760.08,2384.96,0
5.98,13.62,6.65,57.51,63.13,0
21157.2,12436.12,0.0,24503.33,48706.56,0
20934.15,65747.97,48937.04,2295.0,26056.55,0
178.57,486.96,337.87,16342.31,16521.94,0
6598.04,9692.04,1780.36,221.39,5715.35,0
24.34,65.89,39.27,62800.31,62825.53,0
47497.28,151428.18,0.0,75020.7,77313.82,1
7428.15,37123.29,28502.59,9052.7,15774.62,0
4154.7,8286.61,4896.97,86529.02,90157.01,0
4047.95,10771.59,6306.9,398.81,4441.97,0
6111.73,154409.41,0.0,23.08,216.0,1
4358.61,16159.56,11193.85,3695.77,8062.9,0
1361.5,6124.73,4611.88,3593.98,4813.59,0
8.95,42.39,33.49,604.59,614.86,0
7.6,10.27,3.97,47.79,56.52,0
2827.93,6382.07,3091.04,2611.74,5618.77,0
756.86,2717.64,1881.01,19.86,647.84,0
291.31,204.68,0.0,10789.07,11049.17,0
9560.13,35623.45,24212.75,58391.89,68405.8,0
1028.97,537.1,0.0,16.99,1161.74,0
96.09,443.3,352.19,22538.59,22633.69,0
112.77,420.83,286.65,24.12,128.05,0
630.93,1921.02,1247.66,668.25,1396.22,0
2546.51,6188.16,3255.4,74735.26,77160.89,0
436.67,2159.82,1655.42,6.75,516.12,0
264.77,1009.91,741.28,7.3,275.5,0
1885.8,7793.67,6083.65,103358.45,105330.45,0
1552.13,6541.04,4773.2,15.6,1334.88,0
4784.43,2863.18,0.0,117.04,4456.68,0
4.77,3.56,0.0,423.66,429.34,0
2427.38,3380.47,912.92,2.93,2642.63,0
276.95,955.06,732.44,21.52,295.93,0
5.32,17.6,13.25,24648.21,24653.58,0
1225.48,2405.91,1123.38,818.43,1841.85,0
1717.91,8380.81,6460.57,207.03,2119.63,0
302.67,278.15,0.0,4922.97,5173.75,0
3443.32,13756.89,10739.98,96.78,3384.45,0
40.54,108.0,68.97,338.3,377.39,0
16.73,39.9,21.37,151901.85,151919.27,0
63.85,39.27,0.0,13590.79,13652.48,0
108.9,411.11,299.59,1204.36,1333.33,0
1427.1,5668.57,4126.04,892.65,2489.8,0
5484.49,10614.18,5314.34,29348.35,35840.51,0
1786.95,5050.52,3191.19,2017.34,3817.68,0
13.01,42.01,27.0,113.53,125.51,0
73.4,158.13,93.16,269.27,356.8,0
11.31,36.99,27.33,20.44,29.86,0
1313.59,3222.99,2140.15,104268.69,105806.68,0
25.37,112.93,85.26,3548.46,3569.73,0
307.5,1147.99,791.22,217.95,563.2,0
3382.83,3373.53,0.0,142.42,3904.03,0
1139.62,4670.41,3313.6,58507.81,59720.23,0
39.86,80.47,37.29,143.09,187.46,0
54.37,256.09,206.32,11159.12,11204.53,0
972.9,3128.04,2250.25,26627.23,27550.91,0
381.92,238.36,0.0,60343.21,60700.15,0
6.47,24.62,17.69,164.61,172.33,0
7086.34,7712.1,558.26,12315.28,19323.77,0
274.11,1219.16,942.1,99.06,323.79,0
192.53,917.88,731.77,87922.44,88096.43,0
16.22,58.86,43.61,3.07,21.52,0
80.88,234.38,149.16,1439.56,1533.11,0
54.35,174.42,114.69,742.09,805.73,0
31.08,75.52,40.54,42355.23,42381.89,0
448.84,393.24,0.0,29.35,511.96,0
174.25,815.45,616.27,7.1,174.54,0
8125.64,16099.65,8615.15,30056.53,38947.52,0
12992.09,24786.5,12808.43,127.88,14805.73,0
19.59,26.66,4.67,96.94,114.66,0
6.69,33.22,25.27,8.66,15.35,0
3190.84,15129.5,11386.99,67551.67,70522.07,0
21031.0,43585.6,25826.36,2871.35,23531.52,0
6453.65,10777.75,4870.14,5508.36,11421.49,0
3.36,13.86,10.15,52961.37,52964.51,0
26.09,62.66,33.37,29213.9,29237.61,0
4.02,19.52,15.49,391.49,395.19,0
4389.69,19997.12,16457.09,15.76,4542.35,0
509.11,1994.45,1484.96,4426.89,4956.42,0
276.85,250.45,25.52,3490.73,3814.17,0
399.43,1461.74,1097.24,4.56,386.51,0
26.37,130.34,102.32,53820.77,53848.8,0
610.79,1331.41,809.89,108.6,833.11,0
3.58,15.99,12.11,303.86,307.39,0
910.6,2127.74,1172.93,774.02,1786.3,0
2018.09,9830.03,7868.69,61834.18,64231.47,0
1161.23,3995.98,2894.13,17.73,1313.56,0
54.0,50.45,0.0,156.9,201.84,0
4611.77,12247.5,7537.65,675.02,4720.67,0
1702.57,1232.29,0.0,148878.53,150441.41,0
8.63,19.66,11.33,342.84,352.11,0
15.74,72.71,56.37,217.87,234.69,0
840.48,1298.47,305.15,79641.84,80360.33,0
36.77,175.67,144.43,3930.19,3966.22,0
7.96,7.56,0.36,16.43,24.14,0
10.97,38.3,25.5,18.8,30.6,0
12.07,58.49,46.8,3258.36,3269.28,0
20460.02,159575.99,0.0,462.95,642.29,1
643.21,2923.72,2152.55,3.0,671.1,0
13.3,65.96,54.78,377.86,388.94,0
1656.51,5612.75,3882.33,83838.57,85606.96,0
34.09,137.05,99.03,10108.86,10142.12,0
44.88,28.9,0.0,1267.28,1312.81,0
20.32,49.23,29.38,23.27,46.04,0
3187.06,5727.77,3122.08,109.08,2889.43,0
15341.62,64570.33,47135.95,156847.95,170409.61,0
228.72,811.75,555.33,3826.06,4091.47,0
3.97,12.96,9.41,56.78,61.13,0
28.36,133.07,106.52,9117.03,9142.7,0
11.27,10.14,0.0,7.43,19.7,0
5350.05,25638.97,21114.66,160.2,5418.63,0
5.83,5.56,0.0,33.8,39.9,0
16289.67,33582.44,14542.42,51848.9,70006.32,0
542.74,1810.71,1309.61,8836.1,9280.01,0
287.05,584.62,248.88,647.1,946.92,0
5575.6,19912.77,13666.16,241.24,5456.58,0
3.48,13.88,10.08,34353.5,34357.0,0
2964.24,12533.63,9013.12,23.33,2826.02,0
7.76,10.14,2.92,6.19,15.32,0
5255.36,6933.63,804.53,31871.85,37331.45,0
318.17,233.99,0.0,33572.32,33934.6,0
4.71,12.76,8.09,39.4,43.65,0
4910.86,5494.77,481.74,23.29,4668.2,0
3.48,6.73,3.78,7588.42,7592.3,0
9.44,40.42,30.08,13.16,21.6,0
3570.36,17026.92,13492.01,2543.92,6828.34,0
22515.58,138296.85,0.0,6084.99,6274.78,1
7574.16,3809.18,0.0,2544.73,11321.12,0
827.88,2530.09,1823.18,297.74,994.65,0
743.79,929.72,275.18,21546.2,22264.35,0
37.72,82.64,49.74,75343.89,75379.13,0
9.05,21.95,11.26,6391.96,6402.71,0
15530.35,73664.07,56436.63,272.72,13596.2,0
6.98,23.4,16.34,155237.97,155245.64,0
317.7,541.5,203.54,381.3,715.63,0
31.6,107.21,73.71,9.77,45.81,0
29.29,140.11,113.6,20.26,55.14,0
573.22,439.21,0.0,124.88,768.24,0
3573.88,14910.03,11257.61,17.85,3237.42,0
2964.95,4376.38,1692.46,14203.12,17564.48,0
6762.95,8041.05,267.79,3.17,6838.51,0
37.94,172.43,138.5,236.21,276.48,0
179.79,91.39,0.0,42628.49,42792.49,0
2.96,11.35,8.48,9.93,13.26,0
2256.83,2014.28,0.0,1535.98,3742.67,0
41.31,135.54,86.78,78616.65,78663.06,0
425.58,1401.88,991.35,5.97,419.17,0
12.47,54.65,44.45,127.36,140.41,0
4335.51,18216.64,13601.18,4.11,3651.13,0
4253.3,15240.59,11618.17,4935.15,8495.1,0
7310.57,16174.37,10020.33,268.4,8903.56,0
4.11,5.13,0.75,91174.93,91179.41,0
20581.1,69164.29,51853.01,5454.46,23341.04,0
25.28,69.18,47.65,2041.31,2067.58,0
44.03,37.46,0.0,60690.69,60739.67,0
25.64,123.07,97.92,11.32,37.97,0
30.2,57.83,22.63,15031.37,15060.95,0
393.06,200.32,0.0,8331.94,8777.71,0
23.53,107.24,84.64,4472.76,4492.06,0
94.06,291.28,189.41,3037.67,3136.75,0
992.73,3771.16,2648.57,10.68,992.69,0
5035.34,5976.94,1245.49,21046.24,26380.01,0
1386.69,3218.13,1758.73,2941.56,4212.02,0
571.87,1945.95,1345.67,13176.67,13671.33,0
10.27,16.73,7.27,41647.26,41659.48,0
4209.25,15392.15,11825.03,1060.7,5883.2,0
3.8,5.89,1.81,101289.46,101293.88,0
29.3,42.22,15.64,9.04,41.49,0
4.54,2.51,0.0,2.84,6.59,0
1104.18,1952.83,816.69,102.45,1263.13,0
74.84,120.52,55.83,29.43,100.72,0
961.44,3787.69,2925.66,1199.56,2097.27,0
61.76,189.21,128.78,59.34,114.9,0
164.3,213.62,24.45,5268.57,5411.88,0
167.61,512.31,326.45,89197.97,89341.41,0
4.1,6.21,2.41,12859.28,12862.76,0
130.59,315.34,195.09,276.65,418.29,0
870.95,3916.61,2875.88,138764.33,139785.23,0
370.36,1383.91,990.83,13134.61,13487.24,0
5.35,18.35,12.6,20326.84,20331.35,0
1110.43,1961.77,1048.94,25.85,1012.43,0
43.81,46.47,9.58,5197.3,5245.44,0
3.1,12.05,9.2,5.91,8.82,0
11.03,33.7,21.16,36.18,47.93,0
239.38,790.53,511.83,3.26,214.45,0
44.42,217.13,178.2,6358.82,6407.8,0
1407.33,2909.58,1381.67,3.42,1498.1,0
23.71,97.29,70.03,380.29,401.37,0
2850.26,8594.41,5312.16,3420.5,6763.25,0
35.81,55.82,20.6,77.86,113.99,0
726.16,535.9,0.0,154.48,799.27,0
3615.36,11829.64,7554.43,38167.86,41879.65,0
87.36,160.68,81.13,55025.03,55109.43,0
4.14,15.03,11.3,34396.17,34401.0,0
336.64,1229.84,932.83,10397.06,10708.1,0
21134.91,53884.98,32475.02,57.56,24458.32,0
16662.68,48551.5,34506.96,6.18,18284.37,0
19.87,65.96,45.53,587.37,608.67,0
2443.7,6374.93,3497.53,70850.16,72984.81,0
60.62,269.65,208.91,31.73,82.31,0
11.5,9.68,0.0,27.25,40.43,0
1089.24,5347.28,4081.28,14416.62,15536.59,0
246.61,160.43,0.0,1829.63,2122.14,0
348.3,500.31,136.96,232.13,582.71,0
4658.9,17179.16,11810.84,35931.62,40760.82,0
56.2,49.59,0.0,1648.81,1716.19,0
1100.87,1849.22,877.28,67706.88,68902.82,0
73.39,87.55,1.68,155.97,225.25,0
3.99,14.99,11.0,359.54,364.05,0
81.63,253.48,158.54,6.16,81.11,0
14049.05,11100.91,0.0,155.18,14345.15,0
210.47,541.04,344.4,19.63,208.04,0
7.2,10.36,2.39,3.9,12.52,0
1326.69,6440.61,5042.57,45.3,1602.58,0
15841.91,15614.27,154.31,599.98,18810.97,0
9619.11,30696.97,19621.18,41.3,9280.04,0
467.62,1247.76,777.04,9.02,519.39,0
80.36,249.23,184.53,390.28,462.95,0
505.78,2429.88,1885.01,13.82,497.35,0
4202.27,8554.85,5086.87,7.0,4721.16,0
6317.86,24446.64,18176.54,105030.83,110227.67,0
4313.89,10843.39,7060.83,510.57,4047.1,0
163.91,569.33,422.34,18501.38,18675.85,0
7.92,16.99,7.55,17.79,26.58,0
456.03,694.1,308.58,435.74,870.53,0
11.11,9.74,0.0,7.31,19.2,0
4.7,4.5,0.0,252.1,257.56,0
241.78,1164.76,952.47,24110.37,24313.46,0
990.65,4010.21,2847.05,50022.29,51143.91,0
5927.31,9497.43,4278.04,819.81,6940.92,0
3119.79,8988.62,5849.38,63.46,3086.36,0
6094.64,22635.78,15832.89,8674.66,13676.44,0
2541.78,5303.22,2493.46,3066.25,5490.17,0
1524.09,3779.66,2365.48,480.7,2183.96,0
2.98,11.12,7.74,507.25,510.28,0
761.22,1159.75,257.83,617.3,1279.96,0
8.04,23.06,15.1,113.48,120.66,0
4.61,6.66,1.77,819.49,824.74,0
11.11,5.71,0.0,5.11,15.92,0
4490.1,16192.14,11964.11,1439.46,5203.04,0
2196.55,8089.22,5919.28,637.94,3250.37,0
13890.38,69184.54,56976.93,277.6,12798.18,0
18229.32,23963.71,4353.33,95.96,20487.18,0
8430.03,32271.09,24968.74,2539.15,9326.34,0
8.99,42.85,35.64,563.82,571.93,0
7372.0,25069.31,17875.78,8.24,6899.95,0
5155.06,24920.24,20638.61,167.16,6063.36,0
6903.42,34344.41,27268.57,6.31,7594.41,0
10.65,43.74,33.0,176.07,185.9,0
7.78,38.87,32.22,954.46,963.13,0
11095.33,36794.45,26826.42,200.6,12672.02,0
12.99,35.55,25.03,116.5,129.55,0
75.01,347.25,269.42,59.9,135.15,0
164.66,698.04,547.02,181.18,346.47,0
8.33,8.29,0.0,5.83,13.05,0
3.27,6.09,2.65,152193.54,152197.22,0
20885.58,34939.55,15110.05,1222.59,23901.04,0
7258.4,31564.44,25694.65,2974.8,11247.59,0
10007.01,15506.9,6219.74,20.38,11290.97,0
35.2,65.76,33.03,70084.18,70123.4,0
26836.92,43432.93,0.0,1455.06,1476.98,1
125.56,105.79,0.0,259.33,407.21,0
160.75,775.7,636.52,6942.06,7109.59,0
2.86,7.75,5.15,77.31,80.55,0
3020.8,4099.08,676.64,79304.29,82689.21,0
21375.56,36738.03,11727.28,17.5,19428.51,0
316.78,1296.07,983.31,25957.49,26282.6,0
89.51,300.13,209.19,112723.31,112821.04,0
93.2,241.46,164.93,607.39,685.81,0
6.45,12.85,5.61,41909.13,41915.66,0
29.83,135.82,104.86,5.97,29.87,0
249.43,991.87,744.53,2506.09,2729.61,0
132.51,494.46,372.41,136.81,268.6,0
366.98,920.02,561.29,149.52,488.16,0
5662.33,27831.6,21636.3,385.29,6661.62,0
20.64,76.27,59.09,1928.58,1950.35,0
3.49,8.4,4.9,2383.08,2386.25,0
3.83,18.47,15.35,58.03,61.12,0
9.09,41.18,31.1,185.57,193.77,0
461.44,1767.24,1359.14,42.3,507.26,0
3919.28,15486.97,10935.29,2858.19,7188.57,0
7952.59,19136.51,11259.96,8.35,8289.76,0
825.52,2297.49,1486.08,286.95,965.8,0
102.34,139.38,42.76,128458.5,128559.47,0
10.92,34.72,23.73,143855.06,143867.99,0
100.76,218.11,123.88,810.45,927.49,0
54.15,111.74,60.62,41.35,100.75,0
6837.88,32596.36,26591.03,1666.46,7913.04,0
217.13,269.57,65.88,585.85,761.48,0
20.82,88.17,64.75,4.34,24.8,0
36.57,64.6,31.75,144356.56,144391.29,0
9.28,5.84,0.0,99.37,109.3,0
10585.8,7220.4,0.0,219.66,8987.2,0
4.28,10.41,5.85,772.14,777.14,0
3.05,7.76,5.28,43654.84,43658.18,0
14.11,27.39,12.94,17859.94,17876.71,0
4015.3,14091.73,9541.35,26.08,4628.12,0
302.23,811.2,525.2,7193.33,7487.13,0
759.45,633.01,0.0,40954.29,41763.1,0
68.01,140.53,77.38,7022.7,7100.11,0
5.04,4.83,0.0,12.57,17.01,0
6035.56,4726.57,0.0,1020.33,5872.03,0
15.29,21.98,8.29,27560.46,27574.57,0
3.66,13.37,9.49,23.38,26.95,0
470.75,1709.77,1244.2,1016.29,1510.5,0
5.75,25.16,19.99,4294.35,4299.56,0
6.44,25.14,17.59,2948.55,2954.84,0
3653.33,10630.21,7275.66,8.78,3879.38,0
226.89,432.62,239.37,57.51,313.84,0
23.89,12.57,0.0,1180.23,1201.51,0
62.65,213.77,156.22,27.02,97.19,0
1925.94,3473.84,1530.52,106.79,2371.08,0
4.94,8.03,3.95,261.34,266.1,0
7.75,37.87,29.02,3.16,11.07,0
696.7,894.62,92.72,745.95,1306.09,0
640.82,413.94,0.0,153633.04,154327.74,0
17191.32,82041.39,62956.88,242.49,19991.97,0
79.12,148.51,66.23,55.55,119.48,0
4.88,11.08,5.53,43.95,49.5,0
343.04,296.46,0.0,785.97,1080.85,0
849.9,1970.32,1082.94,409.98,1376.18,0
9.55,46.56,38.64,35661.85,35671.56,0
393.77,1426.66,1110.16,3076.94,3450.26,0
16.12,42.43,23.89,218.15,237.12,0
5445.64,10257.53,5259.42,189.28,5879.66,0
4996.3,10728.04,5840.84,1117.78,5192.07,0
129.89,422.21,306.26,44.13,187.84,0
16328.85,26861.37,8071.39,284.66,14539.09,0
18360.65,21734.67,4222.03,62.52,21531.81,0
8.7,31.61,24.03,788.5,796.04,0
74.4,328.3,250.69,1110.57,1184.6,0
603.59,2750.51,2218.03,30179.01,30788.05,0
5.83,24.99,19.72,43.08,49.06,0
85.11,245.77,154.78,57066.6,57152.84,0
28.52,115.5,81.74,980.39,1008.21,0
14306.25,66790.17,51025.77,8064.03,23588.21,0
110.42,66.82,0.0,2271.94,2367.15,0
2602.01,6126.28,3719.36,24820.56,27721.56,0
88.27,125.22,26.49,4001.95,4073.89,0
8.9,44.37,36.27,3.07,13.19,0
6427.65,30100.99,23056.11,198.94,7268.92,0
2.73,11.22,8.52,82619.95,82623.0,0
4.5,8.24,3.05,389.93,394.06,0
72.2,345.44,277.31,24642.58,24724.88,0
1315.65,831.0,0.0,38505.56,39921.81,0
58.87,79.25,22.56,105.46,175.36,0
4.94,16.18,10.79,34029.12,34033.11,0
47.49,193.21,151.51,172.74,225.75,0
24.65,110.34,85.39,3.59,29.46,0
2.85,5.28,2.65,5644.76,5648.17,0
334.69,755.94,486.48,22543.05,22870.11,0
7.77,19.79,12.21,390.6,397.69,0
36.14,22.46,0.0,18.31,59.94,0
871.93,3825.91,2794.04,2364.05,3175.19,0
1855.74,3750.02,1665.22,9143.74,11150.01,0
29.11,40.66,8.76,3651.84,3678.99,0
52.6,123.16,71.54,136.14,198.12,0
25.08,92.73,70.07,156.28,181.62,0
14942.99,66034.87,52141.7,1141.47,15007.32,0
15.1,22.18,8.87,22.81,39.86,0
14.13,18.04,3.62,29969.66,29981.32,0
149.2,708.26,540.48,8.38,133.34,0
14.94,44.51,31.44,573.67,590.62,0
11.14,23.91,14.98,34676.91,34687.26,0
6.44,9.0,3.52,919.29,924.9,0
15585.31,43769.83,0.0,11736.32,12630.41,1
670.98,2507.0,1965.22,37.92,643.03,0
945.27,1399.46,490.77,365.27,1494.75,0
2863.21,2607.43,189.55,6930.32,10160.71,0
51.28,71.63,28.4,47649.74,47709.0,0
10570.41,17069.54,5600.18,3208.32,15189.19,0
1995.88,1995.65,0.0,39.27,2343.2,0
3798.56,5824.83,2490.48,13.59,3565.97,0
1787.65,1833.25,238.96,28479.45,30391.1,0
68.45,150.58,87.7,1205.19,1284.78,0
34.72,93.32,54.64,20.54,57.84,0
121.83,310.52,188.4,568.18,714.24,0
6.51,27.55,20.86,10.91,18.37,0
157.83,259.31,98.54,8.64,139.38,0
4.01,18.01,13.3,67490.77,67494.78,0
2.82,12.93,10.63,1086.7,1089.27,0
11890.45,57301.25,47037.81,42.02,13716.3,0
1344.84,1767.69,486.27,44087.64,45667.69,0
426.93,685.6,260.71,160769.45,161207.76,0
58.55,193.64,144.13,45534.35,45582.55,0
461.67,523.54,0.0,10132.51,10565.87,0
8301.42,7349.21,0.0,107230.5,114497.81,0
964.32,801.96,0.0,23.84,999.45,0
615.44,1986.44,1262.49,42388.39,43123.19,0
171.03,704.82,532.93,140.63,300.94,0
61.02,101.6,31.96,3.88,70.61,0
1461.07,6868.35,5268.91,3.88,1658.43,0
18561.2,75427.33,57901.78,21.46,21034.03,0
124.32,105.49,0.0,14391.28,14498.17,0
92.74,216.35,106.81,52228.81,52311.81,0
128.13,103.28,0.0,11.11,125.06,0
125.2,578.22,442.53,29709.1,29824.15,0
20244.19,77790.52,59798.52,11050.12,27624.49,0
1573.42,5647.72,3865.9,4.83,1603.03,0
68.9,246.12,180.26,8478.47,8554.01,0
76.98,137.28,56.48,4.15,73.77,0
131.26,617.04,476.45,48.83,187.43,0
3.78,17.59,13.79,934.49,938.34,0
314.3,1203.05,930.79,59984.91,60248.82,0
4033.66,10528.6,6176.35,8.66,3622.46,0
1038.06,739.12,0.0,125.38,1056.1,0
16.21,10.17,0.0,1550.12,1566.26,0
1905.14,2136.81,516.08,9341.83,11344.4,0
1763.63,5610.0,3761.76,64168.97,65792.48,0
28.87,118.12,93.67,472.18,496.74,0
739.42,3525.63,2831.99,28279.55,28950.71,0
664.17,856.2,88.55,2409.65,2951.66,0
5208.72,9062.52,3951.59,25.65,5752.46,0
9.25,6.88,0.0,1596.33,1606.32,0
15.7,77.73,62.08,85.8,102.57,0
215.66,865.68,677.73,6248.31,6474.13,0
4.04,10.76,6.3,62.17,65.88,0
114.47,353.72,245.96,48.97,145.83,0
3274.67,9921.55,6035.94,89232.1,92636.47,0
10.36,17.04,7.67,59616.87,59628.19,0
170.64,227.68,35.05,391.19,583.05,0
20088.91,36891.09,16851.52,12334.34,34243.56,0
258.08,416.07,122.67,133610.97,133885.43,0
241.03,725.23,514.76,7.21,279.52,0
415.36,783.75,346.18,2138.41,2597.26,0
14.5,54.81,42.55,44.19,61.27,0
10.22,31.23,19.76,18036.73,18044.93,0
1207.36,3495.53,2415.83,8.29,1045.01,0
95.77,457.86,364.86,15945.23,16044.06,0
36.94,72.06,32.82,24.7,60.18,0
3.61,12.12,8.54,410.02,413.4,0
5510.74,2756.63,0.0,20994.77,27047.56,0
3.64,13.89,9.98,5.71,9.4,0
2321.22,6409.93,4431.87,73855.63,76201.44,0
84.6,121.63,27.78,29.69,99.06,0
594.78,301.43,0.0,670.49,1256.06,0
25.26,92.99,66.74,8780.26,8806.61,0
11.01,38.34,28.58,10.57,20.61,0
330.46,1154.74,834.45,2199.98,2495.94,0
1423.05,3512.87,1909.29,789.38,2241.24,0
15.79,53.32,34.84,1709.88,1728.27,0
138.0,423.8,261.58,3973.68,4090.5,0
148.69,234.19,73.6,277.8,415.14,0
18.99,53.83,38.04,72.71,88.34,0
439.42,1237.26,807.92,20.54,429.27,0
10.11,42.53,33.66,83260.2,83271.1,0
267.13,654.66,366.41,224.78,472.53,0
7.54,18.57,12.05,60.61,67.84,0
214.84,1059.12,803.24,4.85,257.11,0
44.9,203.18,163.77,10543.56,10585.71,0
159.21,253.19,122.46,902.53,1064.26,0
134.79,619.54,466.23,22.21,180.38,0
9618.06,10780.4,2307.77,50368.05,60018.86,0
223.5,970.05,789.1,78557.55,78751.56,0
4300.52,5698.0,1314.78,43802.2,47488.75,0
20.72,50.04,25.43,1300.73,1324.76,0
64.63,318.47,259.85,165.02,239.62,0
5.34,5.0,0.0,16.13,20.94,0
119.91,513.1,405.8,172.38,298.2,0
1116.89,3044.98,1902.18,2284.44,3252.35,0
5133.3,5130.53,361.1,32.85,4614.82,0
442.85,2119.57,1660.54,447.46,964.83,0
863.21,2565.06,1709.44,1486.27,2315.56,0
13.4,59.8,44.1,8482.66,8494.5,0
3.8,16.76,12.7,7.43,11.27,0
3378.52,1911.75,0.0,37682.79,41535.66,0
12.22,20.67,8.52,410.27,424.12,0
6.18,12.46,6.77,1638.02,1644.6,0
12557.34,36502.78,24879.89,84413.67,98545.44,0
15862.17,13060.86,0.0,17.25,17653.14,0
696.67,1567.75,956.93,45676.82,46502.7,0
82.08,341.93,271.92,18934.38,19021.58,0
4910.62,6282.45,1622.54,152405.66,157508.58,0
17.16,62.73,48.11,205.09,225.03,0
129.61,333.29,217.64,10.97,133.4,0
67.57,55.28,0.0,3.18,70.56,0
10039.67,13033.33,1828.68,16623.2,28105.1,0
10699.98,12140.61,2618.61,12.21,12762.16,0
951.44,3129.03,2066.59,78.74,1000.22,0
7.36,6.57,0.64,141558.09,141565.71,0
208.46,876.31,626.41,351.79,588.41,0
24.73,102.13,77.23,34.58,59.5,0
7818.45,6726.05,0.0,10781.31,18301.21,0
9.45,42.5,32.48,53.9,61.71,0
4.43,21.34,16.95,935.65,939.57,0
